id|first_name|last_name|phone|addr1|addr2|city|state|zipcode|account|details1|amount1|details2|amount2|details3|amount3
515|Susana|Gladhill|316-282-1078|Stone Corner|37 Cambridge Parkway|Wichita|KS|67220|3569832965578027|Jewelry|2810.46|Electronics|2106.92|Computers|5862.81
516|Tori|Klezmski|907-973-8947|Sauthoff|59351 Stone Corner Circle|Anchorage|AK|99599|3579711469458795|Automotive|6899.71|Toys|3882.77|Beauty|6634.77
517|Mirabella|Arson|213-835-8264|Dorton|087 Hazelcrest Road|Los Angeles|CA|90189|3585192461048672|Sports|9626.46|Movies|1449.85|Automotive|879.82
518|Livy|Possa|757-921-0311|Graedel|381 Lindbergh Point|Suffolk|VA|23436|493602286037285404|Shoes|2230.61|Home|7676.08|Home|974.18
519|Thaddus|Ison|313-233-5630|Bluestem|6581 Dexter Junction|Detroit|MI|48232|201985275249331|Beauty|1378.71|Baby|9792.77|Music|1078.70
520|Scarface|Mushett|843-581-7060|Bultman|78 Milwaukee Court|Charleston|SC|29403|6334124456334884774|Sports|9992.58|Clothing|3488.10|Grocery|4286.22
521|Kimbell|Bolsover|205-386-9225|Buena Vista|52597 Washington Terrace|Birmingham|AL|35205|5002358884432328|Baby|1158.56|Tools|9269.20|Garden|6672.12
522|Roseline|Yude|202-844-1320|Cordelia|5 Hayes Plaza|Washington|DC|20005|3542988664599573|Home|2200.68|Games|4032.76|Jewelry|4177.00
523|Daria|Waycot|305-421-4167|Lakewood Gardens|5461 New Castle Way|Naples|FL|33961|5576880554557833|Toys|2775.71|Movies|1587.52|Kids|3834.35
524|Rea|Feast|202-731-6396|Starling|7 Truax Drive|Washington|DC|20099|372301464524133|Books|4547.26|Jewelry|9179.95|Computers|7304.02
525|Ailey|Tregoning|832-552-4655|Upham|5661 Judy Way|Houston|TX|77266|3541359352098545|Toys|1099.78|Home|8543.07|Computers|4213.85
526|Malynda|Bowgen|763-591-5982|Pearson|77973 Pepper Wood Street|Monticello|MN|55565|6767249922527606937|Automotive|4823.50|Automotive|2479.30|Industrial|5720.53
527|Brittni|Wainwright|614-568-7226|Coleman|38233 Goodland Street|Columbus|OH|43231|3529576788603186|Health|2040.98|Home|2451.96|Clothing|5427.51
528|Claiborn|Breens|714-157-6359|Debra|121 Emmet Hill|Orange|CA|92867|5602249317503724|Jewelry|6978.72|Shoes|4572.93|Beauty|2176.58
529|Sonni|Disbury|808-685-0872|Vidon|9 North Hill|Honolulu|HI|96805|5893289728269711|Sports|9201.90|Kids|3565.67|Electronics|9713.63
530|Bertine|Tuley|336-844-8253|Knutson|8179 Bellgrove Junction|High Point|NC|27264|30458025054317|Kids|450.47|Jewelry|9914.94|Clothing|981.08
531|Micky|Mathiasen|303-302-4772|Prairie Rose|575 Monterey Alley|Aurora|CO|80045|30504097014406|Kids|4743.79|Toys|2523.70|Games|227.74
532|Ced|Carbin|708-297-7409|Oxford|6 Paget Court|Schaumburg|IL|60193|374283001796911|Jewelry|5426.19|Games|8157.73|Kids|186.24
533|Farr|Brumwell|215-949-6350|Almo|0150 Bluejay Center|Philadelphia|PA|19172|201574739638410|Health|4291.42|Music|1467.11|Industrial|1250.17
534|Wendie|Coggins|801-615-5025|Elgar|5 Little Fleur Road|Salt Lake City|UT|84115|3541940554689114|Clothing|7841.61|Industrial|9649.14|Movies|6354.18
535|Adams|Yacob|253-347-5946|Village Green|9955 Stang Hill|Olympia|WA|98516|6399157465764813|Shoes|102.71|Computers|3881.14|Garden|9756.88
536|Walton|Cranmor|808-654-6503|Helena|5 Esch Trail|Honolulu|HI|96820|3566286217594931|Automotive|6580.92|Outdoors|2003.17|Home|3302.17
537|Lucius|Odell|225-674-9206|Drewry|35892 Monica Pass|Baton Rouge|LA|70894|30367789403034|Automotive|3989.04|Automotive|5623.79|Baby|1817.63
538|Jeremiah|Willmot|407-936-4745|Iowa|7 Ronald Regan Parkway|Orlando|FL|32825|6333180124772778|Garden|8023.30|Computers|2530.31|Kids|4776.93
539|Odette|Imore|502-831-5616|Ludington|11075 Waxwing Pass|Frankfort|KY|40618|374288308068237|Industrial|6961.67|Beauty|4414.07|Clothing|5414.76
540|Sadella|Matteau|515-476-7309|Schurz|4 Birchwood Lane|Des Moines|IA|50369|3549669923815207|Movies|336.92|Computers|1562.87|Grocery|6788.90
541|Jervis|Mandry|804-804-7787|Towne|259 Summit Parkway|Richmond|VA|23260|3556808941596551|Sports|55.45|Clothing|3745.65|Outdoors|8839.42
542|Clark|Polycote|505-616-1583|Hollow Ridge|04 Karstens Road|Albuquerque|NM|87105|5549326253675140|Beauty|5406.77|Home|1390.43|Beauty|3858.60
543|Patricio|Antonsson|561-524-3682|Northland|69 Vera Terrace|West Palm Beach|FL|33421|3583603189042104|Home|8368.13|Electronics|1221.84|Books|3463.73
544|Alanah|de Grey|518-202-9389|Green|61 Anniversary Trail|Albany|NY|12232|3554647852717265|Books|8693.36|Toys|2424.27|Tools|9388.38
545|Bili|Faussett|806-561-6096|Beilfuss|2656 Westend Street|Amarillo|TX|79118|5146790607325685|Computers|1029.36|Shoes|3378.00|Grocery|1292.56
546|Clim|Lawrance|678-221-0695|East|15597 Anderson Parkway|Lawrenceville|GA|30245|3528331502552215|Beauty|5424.69|Books|7277.72|Tools|5711.90
547|Kendal|Berryman|864-854-6520|Anthes|6610 Hauk Circle|Anderson|SC|29625|6304161850443565|Music|8093.30|Sports|4847.14|Toys|382.27
548|Dal|Tertre|304-611-6357|Onsgard|55204 Hudson Center|Huntington|WV|25775|676711252863244707|Books|983.53|Electronics|9680.67|Electronics|1246.46
549|Helen-elizabeth|Twist|763-884-1705|Nobel|0903 Knutson Park|Minneapolis|MN|55448|30278783524982|Baby|5548.25|Beauty|4855.94|Industrial|8587.83
550|Irma|Cossentine|508-113-2348|Pleasure|1 Truax Trail|Brockton|MA|02405|3556699883036130|Home|4570.99|Toys|9501.98|Home|9069.22
551|Maryann|Butts|615-659-8675|Scoville|9 Dixon Way|Nashville|TN|37215|3579390371441072|Toys|2794.06|Health|9768.16|Computers|9855.48
552|Allard|Hattoe|202-667-8937|Esker|781 Toban Court|Washington|DC|20575|3538405894980917|Home|6711.84|Industrial|2088.62|Jewelry|8356.48
553|Maximilianus|Weld|501-111-0765|Banding|72111 Hanover Terrace|Little Rock|AR|72209|3547478511251318|Baby|5518.28|Electronics|1038.00|Outdoors|2744.88
554|Rodolfo|Tackes|774-819-6653|Becker|93 Armistice Avenue|Waltham|MA|02453|3559841707702631|Sports|2231.04|Music|7220.78|Sports|4970.48
555|Odilia|Fidell|817-598-1613|Morrow|8500 Lindbergh Crossing|Arlington|TX|76016|3587422199196677|Movies|8577.87|Grocery|9714.77|Shoes|3481.02
556|Anitra|Joannet|704-868-9579|Hoffman|92985 Annamark Place|Charlotte|NC|28278|3528280573692931|Industrial|7864.17|Garden|9967.75|Music|6574.32
557|Kameko|McKoy|832-790-7758|Express|8 Northfield Junction|Spring|TX|77386|4844198705468795|Home|4184.00|Baby|455.00|Outdoors|5953.28
558|Konstantine|Gosnay|716-559-7643|Thierer|380 Graceland Drive|Buffalo|NY|14205|4913973780619504|Health|9202.85|Industrial|2748.88|Industrial|4829.39
559|Bob|Goldhill|815-600-8276|Mallory|0 Eagan Road|Rockford|IL|61105|341005245811523|Computers|8411.47|Garden|9879.59|Movies|2063.53
560|Findlay|Chinery|325-691-0310|Crest Line|5 Elka Parkway|Abilene|TX|79699|5007669647204829|Music|4895.01|Grocery|2681.95|Kids|2455.92
561|Adrea|Mattersley|651-488-2961|Harbort|7751 Gulseth Crossing|Saint Paul|MN|55146|5007662096194765|Outdoors|4760.08|Kids|91.73|Beauty|9284.07
562|Jan|Moutray Read|574-254-5545|Kropf|907 Macpherson Avenue|South Bend|IN|46699|30452030747403|Industrial|2443.46|Books|9983.06|Computers|3449.45
563|Brandy|Tremmil|915-177-7056|Thierer|7 Lyons Court|El Paso|TX|88563|3547911518252061|Tools|4609.62|Toys|7793.10|Computers|1250.45
564|Huntley|Menary|818-367-0749|Victoria|7 Logan Center|Van Nuys|CA|91406|30551414592747|Home|4261.52|Home|6557.65|Tools|5282.39
565|Kellsie|Newall|915-608-3424|Caliangt|08 Summer Ridge Park|El Paso|TX|79916|4041593819681286|Electronics|3782.61|Music|5998.75|Books|6128.47
566|Enrika|Broggio|915-738-1286|Sycamore|30205 Hermina Court|El Paso|TX|79934|3558127460888267|Clothing|6107.27|Jewelry|4562.56|Health|2141.38
567|Winifred|Andreazzi|813-959-4240|Vermont|45 Ruskin Point|Tampa|FL|33673|6762037795316923|Books|4568.22|Baby|4978.30|Health|4993.00
568|Jamill|Partner|713-799-0373|Elmside|2402 Blue Bill Park Center|Houston|TX|77010|670618181583839495|Kids|7111.82|Clothing|215.45|Computers|59.07
569|Elinor|Linnard|919-415-4417|Gulseth|52 Pankratz Alley|Raleigh|NC|27626|5602253249616802|Shoes|1894.88|Movies|4202.16|Clothing|2014.65
570|Kristin|Newborn|562-831-2778|Messerschmidt|2250 Warner Terrace|Anaheim|CA|92805|5102019338615731|Automotive|787.09|Outdoors|407.86|Automotive|3151.20
571|Jolene|Frearson|517-247-4395|Crest Line|5 4th Way|Lansing|MI|48919|5134912995794058|Movies|266.38|Home|1900.65|Health|3708.50
572|Lynsey|Lindholm|917-540-4449|Spohn|1281 Harbort Lane|New York City|NY|10110|3580435092058338|Health|9343.32|Grocery|7049.53|Garden|7917.87
573|Reinhard|Chetwind|520-688-5395|Armistice|7 Mosinee Road|Prescott|AZ|86305|6304939579829481|Industrial|3219.60|Sports|3894.95|Shoes|8105.18
574|Neill|Broadway|907-465-4944|Montana|9 Cottonwood Hill|Anchorage|AK|99522|6333801596730128912|Electronics|8659.83|Games|9789.13|Books|8202.34
575|Guenevere|Bannerman|832-926-1407|Scofield|0 Coolidge Pass|Houston|TX|77075|5495432356865457|Garden|2332.76|Grocery|2125.09|Home|338.33
576|Dorette|McReidy|916-437-2699|Towne|2727 Holy Cross Avenue|Sacramento|CA|94291|3589967405044549|Automotive|4839.82|Tools|3518.28|Industrial|3698.83
577|Edie|Ropert|312-694-9590|Farragut|4653 Hagan Way|Chicago|IL|60652|4917959415454231|Clothing|3736.00|Automotive|5125.86|Movies|6577.98
578|Evelin|Bowick|602-292-7683|Jenifer|18 Debs Road|Phoenix|AZ|85072|502026099616077571|Industrial|470.86|Sports|6180.64|Garden|5115.35
579|Devondra|Sanchis|202-865-7707|Dottie|8156 Porter Park|Washington|DC|20575|3564628983418534|Outdoors|6802.78|Baby|4593.87|Baby|7290.92
580|Hamish|Ahmad|818-106-4188|Mcguire|134 Utah Junction|Brea|CA|92822|3576592915641090|Clothing|5596.57|Tools|2250.57|Books|4012.33
581|Duky|Pawel|520-415-8106|Lakeland|09892 Linden Avenue|Tucson|AZ|85732|6394206366497406|Beauty|9167.18|Beauty|1884.43|Sports|5415.07
582|Leese|Jereatt|712-102-8945|Hallows|48 Oriole Street|Omaha|NE|68134|3582099383282342|Home|8024.83|Garden|8002.42|Music|9461.88
583|Kelly|Sapwell|214-314-2335|Stone Corner|3 Elka Point|Dallas|TX|75367|5100142778307411|Industrial|8424.19|Kids|27.91|Shoes|9982.05
584|Glyn|Giroldi|509-943-1851|Vermont|9554 Ronald Regan Road|Spokane|WA|99252|4041371203733512|Toys|7146.30|Kids|3756.60|Computers|5616.71
585|Cristiano|Tolhurst|334-529-7372|Ruskin|46 Grayhawk Plaza|Montgomery|AL|36134|3584654028829622|Shoes|2952.32|Toys|1676.20|Computers|4188.96
586|Gayelord|Dearman|205-779-2384|Ridgeview|6 Golf Course Place|Birmingham|AL|35231|3570967682164573|Games|8007.03|Electronics|8600.04|Industrial|1538.38
587|Elsinore|Jakubski|202-687-9705|La Follette|8714 Mesta Hill|Washington|DC|20319|374283144587771|Shoes|6561.84|Industrial|6766.79|Outdoors|4181.86
588|Ethelbert|Cordingly|540-188-1454|Larry|3 Farragut Avenue|Roanoke|VA|24040|5007665601292123|Jewelry|7080.30|Books|7052.89|Electronics|3257.68
589|Gwenore|Espinho|915-222-9111|Eastwood|7098 Ridgeview Lane|El Paso|TX|79905|4913853619284714|Grocery|1938.91|Computers|5751.78|Electronics|9605.94
590|Monica|Gioan|971-434-7704|Crownhardt|65375 Elmside Avenue|Portland|OR|97255|4026401345073276|Clothing|8348.30|Outdoors|1391.79|Grocery|1576.49
591|Isidor|Wicks|713-976-2255|Grasskamp|15 Toban Point|Houston|TX|77035|5610461747703761022|Games|6751.74|Automotive|8729.02|Kids|1268.92
592|Lydia|Kinchin|717-647-1806|Independence|35 Shelley Court|Harrisburg|PA|17121|3559033325254381|Movies|5417.20|Electronics|4867.65|Automotive|6912.45
593|Ambros|Henriet|843-757-2878|Ridgeway|870 International Way|Charleston|SC|29424|337941629339127|Health|9695.03|Baby|9790.00|Games|7694.20
594|Brandtr|Breinl|818-539-6969|Shoshone|78 Katie Point|Burbank|CA|91505|3564413512196244|Movies|1545.44|Jewelry|8954.27|Shoes|390.67
595|Magdalen|Orteu|949-835-7685|Hanson|0 Waywood Terrace|Anaheim|CA|92805|5109413837513864|Home|113.36|Automotive|73.15|Electronics|6852.51
596|Annadiane|Myhan|408-525-7132|Forster|6 Esker Circle|San Jose|CA|95173|3549853078721325|Beauty|7185.85|Kids|2553.22|Tools|3257.67
597|Vicki|Maron|713-161-5774|Ramsey|06991 Fallview Crossing|Houston|TX|77271|4017955164412775|Home|6662.11|Beauty|3832.65|Jewelry|3525.86
598|Erastus|Norledge|303-395-6139|Kim|16228 Melvin Court|Aurora|CO|80015|4026251195220513|Games|7560.45|Garden|5317.81|Home|2904.29
599|Carilyn|Durrance|706-659-2640|Barnett|73 Westend Hill|Athens|GA|30605|6380293849437429|Home|9784.58|Movies|9179.57|Music|5869.71
600|Sumner|Bettinson|303-842-9899|Oxford|04532 Nova Way|Denver|CO|80235|3549239064392232|Industrial|9934.99|Grocery|3261.12|Clothing|11.75
601|Peter|Bowlesworth|317-492-7169|Sugar|92 Lindbergh Lane|Indianapolis|IN|46278|3582710925170742|Computers|8395.11|Movies|7436.19|Music|7390.47
602|Rivkah|Orehead|601-556-6955|Kim|72 Fieldstone Place|Jackson|MS|39282|3552921534931079|Tools|2164.63|Health|8242.11|Clothing|9670.21
603|Tamarah|Fouracres|919-970-8647|Surrey|40429 Nancy Point|Durham|NC|27710|56022283037746482|Movies|5794.56|Health|1130.56|Garden|2307.47
604|Nappie|Bisset|202-588-0378|Cordelia|36 Hollow Ridge Pass|Washington|DC|20215|3586040444387452|Garden|6628.03|Outdoors|868.13|Sports|5392.84
605|Ellswerth|Hankins|501-251-2642|Fulton|21746 School Circle|Little Rock|AR|72222|3532323740289670|Clothing|7678.86|Movies|6110.59|Grocery|8850.49
606|Beck|Moffet|330-360-4562|Del Mar|29182 Manley Court|Youngstown|OH|44505|58933306796159177|Books|2192.64|Computers|3172.26|Electronics|5536.51
607|Lucila|Cassella|727-919-2363|Grasskamp|1 Spaight Alley|Clearwater|FL|34615|3580205351317042|Movies|79.85|Home|7310.62|Kids|1304.70
608|Barbi|Mogie|913-734-6978|South|913 Golf Course Point|Shawnee Mission|KS|66225|201659684386485|Movies|6216.67|Electronics|2735.06|Sports|2864.91
609|Berty|Ickowics|267-380-0905|Esker|7 Talisman Street|Philadelphia|PA|19136|5108751189039595|Movies|2574.90|Electronics|9942.33|Automotive|4338.01
610|Felizio|Foker|304-947-3998|Schmedeman|3529 Bashford Street|Charleston|WV|25331|3572837190639994|Toys|4279.84|Outdoors|9938.76|Computers|7374.31
611|Nester|Gauvin|860-516-8405|Northwestern|46 Shelley Pass|Hartford|CT|06145|3555607958371747|Industrial|8297.89|Industrial|5800.79|Outdoors|5140.87
612|Derry|Purches|785-144-4606|Ryan|0940 Cherokee Drive|Topeka|KS|66617|201673351744454|Automotive|5092.34|Kids|9729.59|Books|1718.29
613|Ignaz|Digan|509-110-8143|Bobwhite|27 Sycamore Trail|Spokane|WA|99260|3567052930541487|Kids|4070.38|Games|5715.55|Grocery|6481.54
614|Neysa|Stollenbeck|918-250-3741|Rowland|63 4th Avenue|Tulsa|OK|74170|3552538632366642|Clothing|5616.05|Computers|4705.14|Books|4411.79
615|Lucilia|Shalcras|304-904-6288|Macpherson|4502 Waubesa Alley|Charleston|WV|25326|5002357672498103|Outdoors|9668.72|Shoes|2092.87|Books|1088.76
616|Des|Raitie|804-867-7508|Twin Pines|61652 Hauk Parkway|Richmond|VA|23285|3572959628208661|Tools|6643.93|Baby|100.87|Tools|7768.55
617|Rosita|Mityakov|302-424-8620|Goodland|9285 Morrow Parkway|Newark|DE|19725|6767933067281495|Sports|6634.88|Toys|6445.68|Toys|3975.61
618|Leoine|Laister|763-486-9055|Westerfield|7176 Waywood Avenue|Loretto|MN|55598|337941810310507|Outdoors|9991.97|Computers|2470.99|Toys|8203.75
619|Charmine|Broxup|702-559-6916|Dorton|5921 Red Cloud Park|Las Vegas|NV|89130|670950062558231148|Beauty|5614.10|Home|2677.57|Books|3034.82
620|Connor|Rampton|310-955-2621|Susan|412 Carberry Alley|Garden Grove|CA|92844|30028026052634|Automotive|8631.65|Automotive|3277.82|Tools|1773.46
621|Kelsey|Blas|626-403-7347|Brown|3788 Dwight Alley|Pasadena|CA|91125|67620470683477339|Outdoors|7014.40|Sports|545.50|Outdoors|9117.42
622|Almeta|Grabb|901-537-0931|Glacier Hill|65 Kingsford Trail|Memphis|TN|38181|4905833619425170327|Automotive|9367.63|Automotive|3278.34|Games|7612.56
623|Alexis|Cobby|713-897-2344|Northland|62 Johnson Terrace|Houston|TX|77288|3580146550006277|Movies|9176.34|Kids|878.73|Games|769.79
624|Lucien|Hanhart|760-377-6841|Schurz|673 Meadow Vale Park|San Bernardino|CA|92415|5100145400869823|Outdoors|2896.57|Games|5095.76|Games|6973.54
625|Jeno|Crawford|405-688-3640|Sutherland|3826 Lotheville Parkway|Oklahoma City|OK|73114|3571047982166658|Toys|3322.17|Industrial|8778.67|Computers|9273.06
626|Francis|Hibling|251-584-2198|Nelson|1931 Waxwing Place|Mobile|AL|36622|503801954534912094|Baby|8496.83|Garden|7614.24|Electronics|5461.65
627|Happy|Drewe|510-361-8657|Comanche|8 Ludington Crossing|Oakland|CA|94622|5048371064611260|Books|7406.02|Kids|7584.45|Games|8551.40
628|Marcelia|Molnar|423-416-2878|Mayfield|7361 Cody Road|Kingsport|TN|37665|3553991856916502|Music|5549.54|Toys|3058.66|Games|7657.18
629|Jemimah|Vitte|214-726-7859|Debra|3 Jenifer Plaza|Dallas|TX|75379|5641828219574553|Movies|27.34|Sports|7335.68|Clothing|9074.69
630|Patricia|Flowith|503-514-2346|Veith|56 Schiller Alley|Portland|OR|97296|5048374534339785|Grocery|5385.22|Garden|2098.59|Electronics|8.50
631|Bette-ann|Minghetti|605-173-9972|Esker|814 Bartillon Street|Sioux Falls|SD|57188|5602232528521430312|Garden|8624.19|Sports|9441.77|Music|4568.84
632|Aridatha|Witcombe|720-363-3760|Reinke|687 Vernon Terrace|Denver|CO|80255|5010127819133701|Shoes|1338.38|Music|6802.06|Electronics|5500.86
633|Minnie|Mackley|515-107-8685|Pond|557 Fallview Drive|Des Moines|IA|50981|491163552167288103|Computers|4646.73|Baby|9218.44|Clothing|3111.38
634|Herculie|Eydel|601-129-1222|Westerfield|9252 School Place|Jackson|MS|39282|3539816959468276|Shoes|8384.94|Tools|6863.03|Computers|8729.75
635|Agnola|Caldicott|213-890-0094|Hooker|4149 Hauk Circle|Los Angeles|CA|90087|3577929643345546|Kids|4872.41|Computers|7295.53|Home|9064.04
636|Mindy|Stickney|412-301-5004|Butternut|48 Miller Lane|Pittsburgh|PA|15255|5602233521229953|Books|8351.91|Electronics|8921.01|Jewelry|2815.61
637|Janeva|Chrstine|805-843-1222|Porter|10152 Lakewood Lane|Bakersfield|CA|93305|3555700477779803|Outdoors|7839.46|Shoes|1964.32|Computers|7461.84
638|Remington|Kehoe|212-947-2067|Esker|4137 Lerdahl Pass|New York City|NY|10014|5475489743087397|Games|6885.60|Toys|5129.55|Toys|2790.84
639|Erasmus|Spinello|806-753-3608|Browning|54023 Bowman Avenue|Amarillo|TX|79159|5100170103542626|Books|8770.45|Garden|1940.05|Kids|6148.82
640|Morly|Pyzer|334-339-3548|Alpine|31123 Donald Road|Montgomery|AL|36119|3566033699524113|Grocery|4612.79|Games|2756.82|Jewelry|3049.82
641|Drona|Faire|754-776-4239|Center|950 Village Green Lane|Fort Lauderdale|FL|33320|6759060485255172|Sports|8294.93|Tools|8170.42|Health|5693.38
642|Celestyna|Palmar|202-815-4642|Russell|22 Crest Line Point|Washington|DC|20036|0604922085258089627|Games|301.13|Computers|782.26|Books|8210.03
643|Dorris|Petersen|314-686-9259|Browning|2 Service Alley|Saint Louis|MO|63110|201930986358633|Tools|7089.58|Tools|5778.87|Sports|688.26
644|Petunia|Apark|801-707-7005|Russell|4580 Roxbury Junction|Ogden|UT|84403|63043964882053154|Music|192.94|Books|4298.97|Grocery|9046.23
645|Karilynn|Scirman|518-152-7193|Prairieview|17297 Grim Way|Schenectady|NY|12305|3539541744936292|Health|9933.60|Health|8731.95|Baby|9828.05
646|Burtie|Sill|912-577-2660|Blackbird|333 Sutherland Drive|Savannah|GA|31405|5108758160097476|Garden|7844.56|Toys|10.44|Shoes|6113.80
647|Emlynn|Jenkerson|419-351-1801|Manitowish|16158 Aberg Park|Mansfield|OH|44905|3552719418860756|Shoes|2469.95|Music|8954.94|Health|5118.17
648|Marrilee|Westmacott|410-768-9092|Golf|775 Prairieview Junction|Baltimore|MD|21281|501868888808556688|Sports|3831.50|Beauty|7627.55|Garden|5079.93
649|Suzy|Woodall|303-834-7979|Towne|570 Golden Leaf Hill|Denver|CO|80270|6333740490449314555|Jewelry|9903.04|Music|222.98|Games|2366.90
650|Laurette|Barehead|617-647-2533|Nobel|52 Lakewood Gardens Point|Boston|MA|02119|5893234111761486|Baby|2941.10|Music|8715.27|Electronics|8159.73
651|Maurits|Greatex|540-601-8528|Ramsey|64138 School Alley|Roanoke|VA|24029|4844721591931616|Music|1767.85|Industrial|2861.82|Garden|7063.18
652|Jodie|Chappell|316-947-2537|Tony|82622 Transport Alley|Wichita|KS|67210|3552522157500827|Games|1852.46|Sports|6540.53|Baby|9756.36
653|Cobb|Bowld|727-808-0348|Roth|59086 Warrior Place|Largo|FL|33777|201771290598880|Industrial|4085.29|Shoes|5375.03|Tools|7632.56
654|Tommy|Mattheus|406-783-4130|Fieldstone|7 Bonner Trail|Bozeman|MT|59771|502003577978034642|Grocery|9245.59|Jewelry|2693.18|Beauty|3435.29
655|Sabrina|Valerius|713-612-3278|Pond|40085 Farragut Parkway|Houston|TX|77271|3545802184192586|Beauty|923.13|Electronics|6826.43|Garden|5255.63
656|Nero|Worgen|407-947-1875|Annamark|51 Buell Terrace|Orlando|FL|32859|5602255578934631|Jewelry|5518.43|Baby|5197.21|Beauty|2132.24
657|Kit|Harget|319-124-6307|Glendale|7929 6th Avenue|Iowa City|IA|52245|201454601207760|Kids|4863.18|Kids|2512.54|Electronics|1956.47
658|Tate|Hartmann|650-447-9119|Fieldstone|4 Grasskamp Way|Mountain View|CA|94042|3543992180259950|Baby|7864.46|Automotive|6513.38|Home|1493.72
659|Ike|Figliovanni|214-836-2200|Kim|727 Utah Circle|Denton|TX|76210|3537159082317181|Garden|103.05|Music|9087.46|Games|9856.41
660|Giselbert|Geal|757-785-5246|Sachtjen|99 Susan Hill|Norfolk|VA|23520|3554181817126461|Computers|7064.61|Clothing|1727.55|Books|7816.81
661|Kristoffer|Yearn|407-906-2919|Derek|90486 Bobwhite Pass|Orlando|FL|32885|5018353786195570|Computers|4952.39|Grocery|8838.14|Home|889.03
662|Sacha|Twigger|661-464-6023|Merchant|3618 Bluejay Place|Lancaster|CA|93584|4844627562247462|Grocery|5048.83|Health|4815.52|Electronics|2785.93
663|Auberta|Aaron|502-198-1999|Crowley|51 Fairfield Avenue|Frankfort|KY|40618|3581620706483860|Sports|6372.14|Outdoors|5348.03|Automotive|5964.36
664|Colver|Haggas|202-361-7540|Loomis|22 Algoma Place|Washington|DC|20337|3581149652753217|Computers|4246.17|Beauty|4713.88|Movies|8722.70
665|Kinsley|Gudgen|954-211-4691|Straubel|5 Dryden Avenue|West Palm Beach|FL|33411|3581908913698580|Home|6978.50|Shoes|413.55|Garden|7897.28
666|Tonya|Limeburner|405-117-3676|Kennedy|99 Laurel Park|Oklahoma City|OK|73197|4913030462062816|Beauty|4113.58|Health|9677.51|Shoes|6539.43
667|Kele|Sivill|513-216-1562|Bluejay|954 Park Meadow Place|Cincinnati|OH|45228|5893182456529124692|Home|9800.68|Toys|4597.29|Tools|2199.37
668|Valentine|Light|586-476-3855|Gina|215 Dottie Street|Detroit|MI|48224|3574229457726649|Baby|7111.66|Music|2677.94|Computers|5274.65
669|Ebba|Wressell|919-214-3290|Daystar|0026 Dryden Alley|Raleigh|NC|27626|5124919096859039|Movies|6151.59|Kids|1483.09|Industrial|5739.25
670|Lind|Purshouse|402-279-2897|Mandrake|4209 International Drive|Lincoln|NE|68505|5602213564318696974|Home|8578.31|Grocery|2469.73|Garden|7598.61
671|Sile|Kain|210-595-5772|Drewry|5741 Kings Crossing|San Antonio|TX|78225|5100132915819329|Sports|4380.99|Beauty|9325.17|Health|126.87
672|Langston|McCuish|919-347-4955|Old Shore|6861 Macpherson Terrace|Raleigh|NC|27658|3552221510927831|Toys|1232.49|Tools|1417.61|Electronics|433.76
673|Linette|Coldbath|319-761-3307|Spaight|150 Nobel Way|Cedar Rapids|IA|52405|3529062467421638|Computers|2498.06|Tools|4598.28|Clothing|2026.78
674|Kelcy|Baudacci|202-243-2870|Emmet|94 Lakewood Court|Washington|DC|20073|30216473530331|Computers|5311.86|Baby|931.06|Jewelry|7810.25
675|Tamera|MacGruer|941-183-8255|Hooker|2 Dorton Drive|Bradenton|FL|34205|3554706594918019|Garden|4110.14|Baby|6590.42|Baby|9715.36
676|Boy|Fidgeon|281-945-4477|Ruskin|86 Randy Junction|Houston|TX|77080|6762600085845883|Movies|2959.10|Garden|3000.92|Computers|4850.69
677|Kaile|Jobling|602-370-9070|Marcy|428 Grover Trail|Phoenix|AZ|85072|4017950151131264|Sports|4477.04|Books|8810.36|Grocery|6950.23
678|Thorn|Eusden|405-143-1580|David|8 Truax Way|Norman|OK|73071|5602211729324008|Sports|7670.21|Tools|6475.26|Outdoors|4758.20
679|Adelle|Petschel|773-574-7412|Kenwood|63 Sheridan Court|Chicago|IL|60652|3541613400550547|Sports|2877.68|Movies|5024.89|Movies|4172.64
680|Dee|Kelsall|202-224-3371|Killdeer|076 Oriole Plaza|Washington|DC|20535|4017957266406127|Outdoors|8772.44|Movies|6110.78|Tools|9322.27
681|Emerson|Haggeth|713-405-5286|Jackson|8087 Florence Road|Houston|TX|77255|3582966816406831|Home|3469.99|Games|6484.68|Outdoors|4520.12
682|Claybourne|Kyne|318-552-4466|Cardinal|4043 Little Fleur Way|Boston|MA|02104|3569962113106080|Shoes|6935.03|Sports|3456.92|Outdoors|9977.30
683|Raye|Segrott|513-171-3036|Swallow|4753 Becker Terrace|Cincinnati|OH|45233|3570176772701506|Books|2455.20|Shoes|8959.66|Tools|6952.25
684|Paten|Beake|202-685-3653|Butternut|4 Orin Terrace|Washington|DC|20370|30369392878834|Sports|4955.56|Home|1728.64|Outdoors|7057.03
685|Vivianne|Dyerson|315-204-1942|Mayer|229 Jana Parkway|Syracuse|NY|13205|3549474716314470|Computers|1473.00|Outdoors|361.73|Music|214.04
686|Olivie|Jahndel|913-432-0187|Ridgeview|83 Oxford Point|Shawnee Mission|KS|66276|5610410292234715|Movies|5383.02|Health|9777.84|Clothing|5069.55
